TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,IP Address,TransactionDuration,AccountBalance,PreviousTransactionDate
TX000487,AC00148,1416.69,1/16/2023 17:00,Debit,Nashville,219.98.242.240,58,3740.73,11/4/2024 8:11
TX000488,AC00128,710.14,3/8/2023 16:20,Debit,El Paso,83.207.115.164,227,465.63,11/4/2024 8:12
TX000489,AC00463,308.68,2/27/2023 17:14,Debit,Milwaukee,86.220.59.252,170,9992.36,11/4/2024 8:10
TX000490,AC00256,166.68,3/27/2023 18:47,Debit,Mesa,187.52.200.18,139,5141.19,11/4/2024 8:12
TX000491,AC00166,0.99,9/13/2023 16:55,Debit,Los Angeles,187.199.178.27,133,4317.85,11/4/2024 8:09
TX000492,AC00318,505.19,3/14/2023 16:25,Debit,Kansas City,60.89.202.192,128,5326.68,11/4/2024 8:10
TX000493,AC00213,66.58,12/4/2023 17:06,Debit,Raleigh,20.147.6.179,79,1636.32,11/4/2024 8:08
TX000494,AC00075,223.43,2/8/2023 17:59,Debit,Dallas,198.73.211.114,178,7932.41,11/4/2024 8:09
TX000495,AC00498,659.95,9/20/2023 16:59,Debit,Detroit,94.227.164.192,114,3927.69,11/4/2024 8:06
TX000496,AC00039,634.86,8/10/2023 16:28,Debit,Chicago,122.94.26.104,45,588.5,11/4/2024 8:08
TX000497,AC00114,286.5,10/23/2023 16:58,Credit,Boston,16.128.130.153,60,8517.95,11/4/2024 8:09
TX000498,AC00326,322.96,11/27/2023 16:21,Credit,Philadelphia,135.29.211.116,168,2401.59,11/4/2024 8:11
TX000499,AC00450,654.48,8/7/2023 16:37,Debit,Columbus,148.112.151.27,114,6776.41,11/4/2024 8:10
TX000500,AC00325,157.97,6/21/2023 16:00,Debit,Philadelphia,89.237.88.251,140,5529.92,11/4/2024 8:10
TX000501,AC00433,120.9,7/12/2023 16:17,Debit,Tucson,200.136.146.93,52,9009.42,11/4/2024 8:08
TX000502,AC00284,254.77,1/18/2023 16:47,Debit,Denver,16.128.130.153,57,5994.87,11/4/2024 8:07
TX000503,AC00103,795.96,9/28/2023 17:53,Debit,Raleigh,54.252.249.33,119,5468.58,11/4/2024 8:08
TX000504,AC00080,149.25,4/10/2023 16:38,Debit,Omaha,3.77.114.6,142,5677.52,11/4/2024 8:07
TX000505,AC00052,3.42,9/25/2023 16:14,Credit,San Antonio,151.247.130.190,158,14180.21,11/4/2024 8:08
TX000506,AC00095,68.19,3/14/2023 16:07,Credit,Fresno,134.140.85.231,189,9895.1,11/4/2024 8:07
TX000507,AC00327,493.42,6/14/2023 17:21,Debit,Baltimore,28.149.72.129,111,2232.84,11/4/2024 8:10
TX000508,AC00491,37.57,4/26/2023 18:35,Debit,El Paso,173.135.78.201,42,7739.54,11/4/2024 8:09
TX000509,AC00353,127,9/15/2023 17:09,Credit,Nashville,154.138.163.229,68,431.16,11/4/2024 8:10
TX000510,AC00266,96.89,3/16/2023 16:02,Debit,Sacramento,136.105.231.135,53,6044.93,11/4/2024 8:11
TX000511,AC00167,448.33,5/1/2023 16:11,Debit,Atlanta,142.148.226.178,161,922.19,11/4/2024 8:09
TX000512,AC00153,1116.48,9/18/2023 17:44,Debit,San Diego,164.75.163.220,55,447.53,11/4/2024 8:11
TX000513,AC00012,8.65,6/5/2023 17:08,Debit,Las Vegas,200.136.146.93,273,10778.35,11/4/2024 8:09
TX000514,AC00469,65.57,4/6/2023 17:24,Debit,Miami,1.198.76.182,82,7513.79,11/4/2024 8:06
TX000515,AC00127,539.81,2/21/2023 16:14,Debit,San Francisco,51.196.87.214,177,2051.25,11/4/2024 8:09
TX000516,AC00480,363.53,1/18/2023 17:03,Debit,Kansas City,134.140.85.231,142,1038.91,11/4/2024 8:10
TX000517,AC00092,64.9,2/14/2023 16:23,Credit,Detroit,45.246.89.225,72,6854.61,11/4/2024 8:10
TX000518,AC00122,358.18,4/10/2023 16:44,Debit,Boston,100.198.165.4,157,619.86,11/4/2024 8:07
TX000519,AC00067,167.2,1/18/2023 17:53,Debit,San Antonio,56.67.227.142,84,11320.83,11/4/2024 8:06
TX000520,AC00014,121.91,6/26/2023 18:39,Debit,Chicago,135.29.211.116,133,14510.8,11/4/2024 8:08
TX000521,AC00098,137.57,12/11/2023 17:26,Debit,Louisville,40.10.25.102,70,5103.67,11/4/2024 8:11
TX000522,AC00345,534.62,12/5/2023 17:51,Debit,Oklahoma City,178.34.103.183,45,13793.53,11/4/2024 8:06
TX000523,AC00360,463.92,3/13/2023 16:41,Debit,Mesa,199.103.32.145,199,2403.39,11/4/2024 8:09
TX000524,AC00043,320.14,1/31/2023 16:58,Debit,Milwaukee,83.182.211.68,96,3075.97,11/4/2024 8:07
TX000525,AC00295,214.93,5/15/2023 17:02,Debit,Albuquerque,23.255.214.209,52,7835.4,11/4/2024 8:08
TX000526,AC00313,660.02,10/12/2023 16:57,Debit,Nashville,77.7.223.184,84,414.43,11/4/2024 8:08
TX000527,AC00173,345.81,6/26/2023 16:10,Debit,Raleigh,191.82.103.198,135,6116.8,11/4/2024 8:12
TX000528,AC00364,143.54,10/16/2023 16:06,Debit,Philadelphia,83.207.115.164,80,6067.62,11/4/2024 8:08
TX000529,AC00339,42.55,3/31/2023 18:57,Debit,Seattle,40.192.99.27,29,7341.43,11/4/2024 8:10
TX000530,AC00265,1063.25,1/17/2023 16:48,Credit,Omaha,87.50.72.69,128,1240.71,11/4/2024 8:07
TX000531,AC00369,541.79,8/11/2023 16:43,Debit,Mesa,93.169.212.219,125,1454.08,11/4/2024 8:11
TX000532,AC00033,40.57,2/13/2023 17:02,Debit,Columbus,173.252.44.183,63,1476.91,11/4/2024 8:06
TX000533,AC00077,120.24,8/28/2023 16:52,Debit,Milwaukee,49.29.37.185,131,1943.13,11/4/2024 8:08
TX000534,AC00437,498.67,12/5/2023 16:19,Debit,Miami,89.6.100.149,244,1719.97,11/4/2024 8:08
TX000535,AC00152,227.22,3/27/2023 18:52,Debit,El Paso,197.187.216.106,220,832.82,11/4/2024 8:11
TX000536,AC00161,1182.86,12/11/2023 16:06,Debit,Tucson,96.24.89.146,34,7696.16,11/4/2024 8:08
TX000537,AC00125,56.94,12/11/2023 16:52,Credit,Charlotte,69.82.61.135,74,7004.63,11/4/2024 8:07
TX000538,AC00311,629.82,7/17/2023 16:22,Debit,Colorado Springs,17.87.7.140,159,6385.69,11/4/2024 8:11
TX000539,AC00183,59.44,6/13/2023 17:52,Debit,Chicago,64.15.0.66,176,5472.03,11/4/2024 8:06
TX000540,AC00407,186.69,12/29/2023 16:38,Debit,New York,162.151.179.167,54,8602.22,11/4/2024 8:08
TX000541,AC00093,230.46,4/25/2023 17:33,Debit,Mesa,59.132.247.252,179,162.53,11/4/2024 8:08
TX000542,AC00314,65.09,2/28/2023 17:58,Credit,Seattle,144.91.150.133,159,9370.9,11/4/2024 8:09
TX000543,AC00467,457.09,5/25/2023 16:52,Credit,Nashville,21.97.154.92,63,8570.82,11/4/2024 8:08
TX000544,AC00316,552.02,11/30/2023 16:51,Credit,Chicago,156.173.170.140,100,522.08,11/4/2024 8:09
TX000545,AC00145,377.12,8/14/2023 17:12,Debit,Houston,112.56.160.202,61,836.67,11/4/2024 8:11
TX000546,AC00045,204.56,9/11/2023 17:51,Credit,San Diego,44.197.126.59,179,364.72,11/4/2024 8:10
TX000547,AC00005,420.28,5/17/2023 17:28,Debit,Washington,110.150.1.201,144,8557.32,11/4/2024 8:09
TX000548,AC00456,97.09,4/10/2023 18:26,Debit,Fort Worth,221.206.44.63,202,1579.57,11/4/2024 8:06
TX000549,AC00041,124.59,5/5/2023 17:32,Debit,Charlotte,85.239.236.80,171,129.29,11/4/2024 8:09
TX000550,AC00257,73.88,1/2/2023 16:27,Debit,Charlotte,142.148.226.178,34,6474.41,11/4/2024 8:09
TX000551,AC00356,77.43,1/19/2023 16:11,Debit,Raleigh,100.137.90.188,169,1380.21,11/4/2024 8:06
TX000552,AC00465,106.16,4/14/2023 17:21,Debit,Phoenix,48.89.167.189,277,7487.79,11/4/2024 8:08
TX000553,AC00158,245.93,6/6/2023 18:53,Debit,Fresno,219.98.242.240,172,7986.63,11/4/2024 8:11
TX000554,AC00086,622.41,12/11/2023 16:57,Debit,Indianapolis,134.222.122.238,125,7322.01,11/4/2024 8:07
TX000555,AC00322,43.73,4/3/2023 16:43,Debit,Omaha,194.88.79.54,145,9929.43,11/4/2024 8:10
TX000556,AC00433,1282.86,5/15/2023 16:52,Debit,Austin,62.251.170.72,68,1830.98,11/4/2024 8:07
TX000557,AC00083,2.03,1/1/2024 16:07,Credit,Detroit,112.86.148.212,28,3012.31,11/4/2024 8:08
TX000558,AC00402,770.65,7/5/2023 17:49,Debit,Jacksonville,161.161.26.115,137,7198.8,11/4/2024 8:09
TX000559,AC00317,260.31,2/28/2023 16:46,Debit,Austin,195.226.203.234,113,10980.38,11/4/2024 8:12
TX000560,AC00030,356.1,10/25/2023 16:13,Credit,Fort Worth,167.164.55.0,187,868.35,11/4/2024 8:11
TX000561,AC00114,27.07,3/6/2023 17:39,Credit,Virginia Beach,52.169.116.164,39,3773.29,11/4/2024 8:09
TX000562,AC00301,119.89,12/19/2023 17:11,Debit,Tucson,166.79.195.157,60,6697.77,11/4/2024 8:09
TX000563,AC00216,106.39,2/13/2023 18:42,Debit,Virginia Beach,211.42.9.0,281,9410.99,11/4/2024 8:10
TX000564,AC00223,12.04,11/15/2023 16:08,Debit,Fort Worth,31.127.129.152,58,6213.32,11/4/2024 8:08
TX000565,AC00413,365.7,1/27/2023 16:35,Debit,Houston,81.248.235.147,115,368.78,11/4/2024 8:10
TX000566,AC00086,29.38,2/15/2023 16:30,Credit,Baltimore,139.23.212.102,63,1663.31,11/4/2024 8:11
TX000567,AC00216,319.85,7/26/2023 16:44,Debit,Denver,219.31.152.129,148,711.66,11/4/2024 8:07
TX000568,AC00240,350.14,3/24/2023 18:50,Credit,Los Angeles,161.168.126.136,38,2403.25,11/4/2024 8:08
TX000569,AC00298,163.94,8/3/2023 18:49,Credit,Virginia Beach,154.48.233.165,73,5957.37,11/4/2024 8:09
TX000570,AC00460,170.53,2/6/2023 18:59,Debit,Oklahoma City,158.135.64.240,58,801.01,11/4/2024 8:09
TX000571,AC00424,262.22,7/13/2023 17:48,Credit,Baltimore,177.116.108.246,136,5711.71,11/4/2024 8:12
TX000572,AC00434,41.49,4/24/2023 16:47,Debit,Albuquerque,32.71.250.58,13,928.33,11/4/2024 8:12
TX000573,AC00471,121.43,3/21/2023 16:20,Credit,Sacramento,171.101.134.74,243,7365.28,11/4/2024 8:07
TX000574,AC00461,350.46,12/8/2023 16:16,Debit,Nashville,152.234.65.155,165,5839.38,11/4/2024 8:06
TX000575,AC00188,220.41,9/4/2023 16:42,Credit,El Paso,133.223.159.151,155,5116.98,11/4/2024 8:10
TX000576,AC00013,33.46,2/20/2023 16:52,Debit,Seattle,189.248.139.91,111,3641.07,11/4/2024 8:09
TX000577,AC00345,104.79,8/7/2023 16:06,Debit,Denver,80.247.6.83,223,1352.19,11/4/2024 8:10
TX000578,AC00013,246.27,12/27/2023 16:48,Debit,Fresno,144.91.150.133,141,7299.86,11/4/2024 8:10
TX000579,AC00296,48.85,12/8/2023 16:45,Debit,Dallas,68.254.244.208,176,1503.56,11/4/2024 8:07
TX000580,AC00192,332,4/27/2023 16:27,Debit,Charlotte,197.23.128.119,17,5943.13,11/4/2024 8:07
TX000581,AC00378,118.1,10/31/2023 16:49,Debit,Memphis,110.243.14.36,167,895.66,11/4/2024 8:09
TX000582,AC00205,84.59,4/19/2023 16:54,Credit,Las Vegas,152.140.239.181,10,5669.1,11/4/2024 8:07
TX000583,AC00475,295.64,12/14/2023 17:31,Debit,Jacksonville,170.225.23.251,82,1061.96,11/4/2024 8:10
TX000584,AC00022,514.33,6/2/2023 16:27,Debit,Philadelphia,218.54.207.160,160,1592.94,11/4/2024 8:12
TX000585,AC00150,992.17,2/27/2023 18:23,Debit,San Antonio,90.111.245.138,169,6215.96,11/4/2024 8:12
TX000586,AC00362,94.59,12/1/2023 17:04,Debit,Washington,47.82.77.181,34,6171.89,11/4/2024 8:10
TX000587,AC00170,80.43,1/4/2023 16:09,Debit,Columbus,157.47.114.20,157,5987.67,11/4/2024 8:08
TX000588,AC00429,54.25,7/31/2023 16:51,Debit,Virginia Beach,51.250.122.123,37,14783.33,11/4/2024 8:08
TX000589,AC00418,178.88,6/19/2023 17:31,Credit,Dallas,38.210.156.148,93,4708.29,11/4/2024 8:12
TX000590,AC00144,518.85,10/23/2023 18:37,Debit,Kansas City,73.54.203.165,82,1806,11/4/2024 8:06
TX000591,AC00449,10.65,4/24/2023 16:24,Debit,Louisville,38.166.40.246,161,13240.72,11/4/2024 8:10
TX000592,AC00057,198.62,5/15/2023 16:19,Credit,Tucson,97.4.209.133,84,1196.07,11/4/2024 8:06
TX000593,AC00426,107.03,3/6/2023 18:27,Debit,Miami,221.23.158.87,73,1408.07,11/4/2024 8:12
TX000594,AC00039,139.57,11/17/2023 17:59,Debit,Fort Worth,13.30.106.126,263,271.78,11/4/2024 8:07
TX000595,AC00051,312.47,5/2/2023 17:24,Debit,Milwaukee,207.157.126.125,148,9419.27,11/4/2024 8:08
TX000596,AC00471,346.11,1/4/2023 17:00,Debit,Dallas,130.92.201.49,213,9551.64,11/4/2024 8:08
TX000597,AC00039,138.06,7/25/2023 17:21,Debit,Charlotte,113.21.93.28,159,1070.47,11/4/2024 8:06
TX000598,AC00274,158.02,9/20/2023 17:09,Debit,New York,60.153.124.80,120,9374.24,11/4/2024 8:09
TX000599,AC00095,830.01,7/21/2023 16:43,Credit,Chicago,5.252.94.135,96,4253.18,11/4/2024 8:11
TX000600,AC00211,435.5,5/15/2023 18:41,Debit,Oklahoma City,10.191.172.154,112,6981.03,11/4/2024 8:09
TX000601,AC00184,110.49,10/31/2023 17:06,Debit,Raleigh,187.52.200.18,48,10483.93,11/4/2024 8:12
TX000602,AC00436,329.4,12/25/2023 16:30,Debit,Denver,104.155.121.252,68,9588.07,11/4/2024 8:07
TX000603,AC00107,635.4,9/19/2023 16:55,Debit,Denver,215.97.143.157,106,1238.11,11/4/2024 8:11
TX000604,AC00203,769.97,2/16/2023 18:56,Debit,San Diego,24.129.74.189,23,1244.93,11/4/2024 8:09
TX000605,AC00398,175.07,9/4/2023 17:46,Debit,Colorado Springs,147.125.143.41,169,1040.25,11/4/2024 8:08
TX000606,AC00312,7.31,6/26/2023 16:04,Debit,Las Vegas,160.160.113.117,282,5757.67,11/4/2024 8:07
TX000607,AC00225,175.15,11/9/2023 17:02,Debit,Detroit,16.51.235.240,32,1712.65,11/4/2024 8:09
TX000608,AC00150,32.54,7/4/2023 16:25,Debit,Oklahoma City,4.101.189.38,183,1544.88,11/4/2024 8:07
TX000609,AC00413,121.82,9/8/2023 18:24,Debit,Dallas,40.198.240.246,119,13293.83,11/4/2024 8:11
TX000610,AC00479,56.12,9/13/2023 18:49,Debit,El Paso,11.167.243.171,102,8839.67,11/4/2024 8:09
TX000611,AC00078,424.7,1/30/2023 17:37,Credit,Miami,56.116.189.0,178,6239.89,11/4/2024 8:08
TX000612,AC00242,35.16,10/25/2023 17:50,Debit,Chicago,195.237.152.198,130,8459.18,11/4/2024 8:10
TX000613,AC00149,35.73,6/12/2023 16:48,Debit,Miami,205.69.66.135,87,9073.17,11/4/2024 8:11
TX000614,AC00084,3.44,1/19/2023 17:24,Debit,Fort Worth,45.64.74.86,108,7561.33,11/4/2024 8:12
TX000615,AC00466,1342.25,4/28/2023 18:11,Credit,Fort Worth,28.149.72.129,235,694.03,11/4/2024 8:08
TX000616,AC00359,139.03,8/30/2023 18:00,Credit,Los Angeles,147.125.143.41,81,2276.57,11/4/2024 8:11
TX000617,AC00023,254.92,9/18/2023 16:04,Credit,San Antonio,198.24.183.157,169,2791.12,11/4/2024 8:07
TX000618,AC00366,115.11,5/5/2023 17:34,Debit,Albuquerque,190.164.160.79,139,9808.97,11/4/2024 8:10
TX000619,AC00170,171.11,5/15/2023 16:52,Debit,San Francisco,55.154.161.250,171,6324.09,11/4/2024 8:08
TX000620,AC00130,168.54,2/2/2023 16:13,Debit,Oklahoma City,119.105.89.125,142,13406,11/4/2024 8:08
TX000621,AC00183,420.76,2/23/2023 16:04,Debit,Miami,76.0.164.168,76,6581.55,11/4/2024 8:08
TX000622,AC00219,408.46,3/1/2023 16:17,Debit,Raleigh,201.95.180.152,28,3140.79,11/4/2024 8:08
TX000623,AC00354,1162.42,8/23/2023 16:35,Credit,Detroit,62.152.134.92,45,10357.26,11/4/2024 8:09
TX000624,AC00290,342.17,12/14/2023 16:09,Credit,New York,91.204.200.167,247,461.83,11/4/2024 8:08
TX000625,AC00425,580.71,9/20/2023 16:37,Debit,Philadelphia,115.30.82.168,95,5670,11/4/2024 8:10
TX000626,AC00370,821.54,8/22/2023 18:11,Credit,Atlanta,19.111.192.175,36,4040.32,11/4/2024 8:11
TX000627,AC00454,253.47,6/14/2023 17:07,Debit,Atlanta,81.248.235.147,238,220.51,11/4/2024 8:08
TX000628,AC00403,22.81,5/29/2023 17:53,Debit,New York,81.102.230.41,75,3634.76,11/4/2024 8:07
TX000629,AC00358,266.57,7/3/2023 17:56,Credit,Boston,140.94.123.72,96,7180.48,11/4/2024 8:07
TX000630,AC00296,374.61,8/29/2023 18:30,Credit,Mesa,34.125.226.63,37,1389.71,11/4/2024 8:11
TX000631,AC00393,339.35,2/3/2023 16:08,Credit,Boston,197.23.128.119,70,5002.7,11/4/2024 8:08
TX000632,AC00223,810.36,1/17/2023 16:59,Debit,Columbus,139.23.212.102,67,9239.12,11/4/2024 8:07
TX000633,AC00487,9.83,7/24/2023 17:04,Debit,Memphis,210.98.198.143,86,666.42,11/4/2024 8:09
TX000634,AC00215,135.57,6/14/2023 17:17,Credit,Boston,147.119.62.178,116,11351.64,11/4/2024 8:11
TX000635,AC00275,340.05,10/27/2023 17:26,Debit,Detroit,163.58.140.206,37,7234.15,11/4/2024 8:07
TX000636,AC00482,283.45,10/17/2023 17:24,Debit,Colorado Springs,128.16.32.183,127,2049.51,11/4/2024 8:08
TX000637,AC00357,100.99,5/29/2023 16:20,Debit,New York,109.105.179.186,114,8865.27,11/4/2024 8:09
TX000638,AC00026,90.88,2/20/2023 16:48,Debit,Albuquerque,196.244.194.198,176,3908.47,11/4/2024 8:07
TX000639,AC00416,655.15,1/2/2023 16:22,Debit,Seattle,11.167.243.171,264,5587.44,11/4/2024 8:07
TX000640,AC00058,320.55,5/1/2023 17:11,Debit,Milwaukee,199.6.127.153,118,438.75,11/4/2024 8:08
TX000641,AC00170,41.51,10/4/2023 16:47,Debit,Phoenix,16.51.235.240,48,609.6,11/4/2024 8:11
TX000642,AC00262,71.53,10/30/2023 16:49,Credit,Jacksonville,11.188.75.155,39,2393.73,11/4/2024 8:12
TX000643,AC00032,467.13,9/28/2023 17:18,Credit,Kansas City,162.151.179.167,45,3914.84,11/4/2024 8:06
TX000644,AC00131,235.4,9/26/2023 17:02,Debit,Detroit,73.108.76.238,70,818.36,11/4/2024 8:10
TX000645,AC00176,159.32,1/16/2023 18:57,Debit,Seattle,37.227.215.145,100,304.44,11/4/2024 8:10
TX000646,AC00139,50.83,12/18/2023 16:06,Credit,Philadelphia,190.164.160.79,48,9553.42,11/4/2024 8:10
TX000647,AC00056,56.89,2/3/2023 18:03,Credit,Houston,31.127.129.152,56,3034.67,11/4/2024 8:09
TX000648,AC00276,20.22,3/10/2023 18:26,Debit,Jacksonville,170.225.23.251,138,5515.32,11/4/2024 8:06
TX000649,AC00447,50.4,3/27/2023 17:02,Debit,San Antonio,44.197.126.59,84,1677.01,11/4/2024 8:07
TX000650,AC00143,73.88,5/8/2023 17:42,Debit,Los Angeles,134.140.85.231,131,4055.55,11/4/2024 8:08
TX000651,AC00139,119.61,3/14/2023 16:21,Debit,San Diego,99.205.173.118,53,9899.94,11/4/2024 8:07
TX000652,AC00208,1241.05,11/21/2023 16:26,Debit,Miami,156.96.135.18,129,756.74,11/4/2024 8:11
TX000653,AC00426,116.58,8/31/2023 16:38,Debit,Raleigh,20.147.6.179,247,2620.74,11/4/2024 8:06
TX000654,AC00423,1919.11,6/27/2023 17:48,Debit,Portland,207.157.126.125,161,11090.24,11/4/2024 8:10
TX000655,AC00381,391.96,6/19/2023 16:21,Debit,Nashville,121.67.144.20,79,2174.16,11/4/2024 8:06
TX000656,AC00458,156.26,1/2/2023 17:49,Credit,Virginia Beach,51.196.87.214,160,7854.1,11/4/2024 8:09
TX000657,AC00014,427,7/31/2023 17:04,Credit,Oklahoma City,183.39.94.209,163,8253.65,11/4/2024 8:07
TX000658,AC00071,443.68,4/25/2023 18:58,Debit,Tucson,16.94.155.46,137,874.15,11/4/2024 8:10
TX000659,AC00054,101.76,2/20/2023 17:27,Debit,Philadelphia,78.69.172.205,26,6043.25,11/4/2024 8:11
TX000660,AC00182,67.57,8/17/2023 16:44,Debit,Charlotte,165.35.58.173,107,2766.12,11/4/2024 8:11
TX000661,AC00257,326.29,12/6/2023 17:10,Debit,Denver,6.44.165.160,179,8171.26,11/4/2024 8:10
TX000662,AC00006,158.56,2/28/2023 17:28,Debit,Sacramento,218.238.171.184,100,5401.21,11/4/2024 8:10
TX000663,AC00424,56.02,6/19/2023 17:50,Debit,Memphis,81.248.235.147,142,3548.02,11/4/2024 8:07
TX000664,AC00131,288.28,1/17/2023 17:11,Debit,Portland,191.25.177.160,36,160.83,11/4/2024 8:06
TX000665,AC00133,245.67,1/2/2023 18:35,Credit,Portland,3.77.114.6,107,752.25,11/4/2024 8:07
TX000666,AC00393,152.18,8/7/2023 16:57,Credit,Los Angeles,40.244.94.218,176,2459.84,11/4/2024 8:10
TX000667,AC00361,114.35,11/27/2023 16:16,Credit,El Paso,193.221.15.59,21,469.12,11/4/2024 8:10
TX000668,AC00092,373.27,7/18/2023 18:03,Credit,Miami,35.67.21.23,79,8441.61,11/4/2024 8:06
TX000669,AC00049,504.63,11/13/2023 17:07,Debit,Portland,77.21.150.75,168,3806.16,11/4/2024 8:07
TX000670,AC00023,126.22,5/4/2023 16:25,Debit,Atlanta,9.230.41.239,77,6133.41,11/4/2024 8:07
TX000671,AC00323,820.15,12/18/2023 16:33,Debit,Kansas City,13.188.62.74,181,8802.97,11/4/2024 8:10
TX000672,AC00372,986.81,3/31/2023 16:52,Credit,Houston,145.76.10.8,127,14881.77,11/4/2024 8:09
TX000673,AC00497,8.37,1/12/2023 16:21,Debit,Colorado Springs,143.212.47.226,135,1106.34,11/4/2024 8:11
TX000674,AC00130,197.49,7/3/2023 16:36,Credit,Fresno,167.67.137.223,30,5005.33,11/4/2024 8:06
TX000675,AC00034,637.97,10/23/2023 17:17,Debit,New York,104.165.213.58,90,7949.03,11/4/2024 8:07
TX000676,AC00286,13.52,5/15/2023 16:51,Debit,Seattle,167.67.137.223,65,259.77,11/4/2024 8:06
TX000677,AC00232,432.1,3/20/2023 16:28,Debit,San Francisco,182.84.41.229,240,2114.3,11/4/2024 8:10
TX000678,AC00182,375.17,6/8/2023 17:20,Debit,Fort Worth,112.196.12.19,66,5495.3,11/4/2024 8:11
TX000679,AC00136,642.68,2/17/2023 16:57,Debit,Fresno,56.116.189.0,94,8461.46,11/4/2024 8:08
TX000680,AC00101,78.44,11/21/2023 17:25,Credit,San Jose,35.246.53.10,292,6870.84,11/4/2024 8:10
TX000681,AC00328,139.72,1/16/2023 17:53,Debit,Memphis,219.98.242.240,201,5058.83,11/4/2024 8:08
TX000682,AC00356,499.99,8/2/2023 16:01,Debit,San Jose,9.230.41.239,296,8885,11/4/2024 8:09
TX000683,AC00312,10.07,1/17/2023 16:47,Debit,Albuquerque,23.92.205.75,49,530.81,11/4/2024 8:08
TX000684,AC00242,120.62,2/27/2023 16:37,Debit,Raleigh,134.222.122.238,85,9379.53,11/4/2024 8:06
TX000685,AC00123,578.49,10/16/2023 17:46,Debit,Nashville,194.88.79.54,180,6475.13,11/4/2024 8:06
TX000686,AC00071,119.3,8/28/2023 16:08,Debit,Mesa,90.111.245.138,22,319.04,11/4/2024 8:08
TX000687,AC00370,280.92,1/1/2024 18:21,Debit,Phoenix,120.170.93.69,168,5298.85,11/4/2024 8:06
TX000688,AC00330,42.42,6/1/2023 17:19,Debit,Sacramento,61.95.76.233,102,490.57,11/4/2024 8:09
TX000689,AC00218,77.03,6/19/2023 16:57,Debit,Fresno,121.67.144.20,259,11310.27,11/4/2024 8:08
TX000690,AC00437,22.59,3/27/2023 16:12,Debit,Seattle,113.115.81.178,45,3988.75,11/4/2024 8:08
TX000691,AC00287,568.76,10/9/2023 16:48,Debit,Baltimore,63.191.171.41,155,7484.32,11/4/2024 8:12
TX000692,AC00418,25.94,10/16/2023 18:53,Credit,San Jose,42.219.228.159,211,4815.11,11/4/2024 8:06
TX000693,AC00465,105.94,8/7/2023 16:02,Debit,Oklahoma City,160.212.125.105,207,5963.1,11/4/2024 8:09
TX000694,AC00011,733.29,3/15/2023 18:42,Debit,Virginia Beach,16.51.235.240,94,10427,11/4/2024 8:07
TX000695,AC00432,350.15,11/27/2023 16:18,Credit,Fresno,11.167.243.171,195,296.47,11/4/2024 8:08
TX000696,AC00240,1151.18,8/25/2023 17:26,Debit,Kansas City,72.192.101.196,105,1100.06,11/4/2024 8:07
TX000697,AC00497,183.67,6/26/2023 16:11,Debit,San Diego,77.7.223.184,238,910.26,11/4/2024 8:11
TX000698,AC00026,278.27,4/10/2023 16:47,Debit,Tucson,87.234.36.48,123,6684.34,11/4/2024 8:09
TX000699,AC00277,470.3,9/12/2023 18:46,Debit,Austin,41.110.46.150,88,8524.09,11/4/2024 8:08
TX000700,AC00116,261.69,11/27/2023 17:29,Debit,Philadelphia,197.52.3.107,84,5126.65,11/4/2024 8:09
TX000701,AC00367,365.04,3/6/2023 16:29,Debit,Virginia Beach,86.220.59.252,94,873.89,11/4/2024 8:12
TX000702,AC00030,211.1,9/14/2023 16:58,Debit,Miami,19.228.76.177,136,7059.77,11/4/2024 8:07
TX000703,AC00111,21.49,5/4/2023 16:51,Debit,Denver,60.43.160.195,240,11991.24,11/4/2024 8:08
TX000704,AC00220,63.58,9/11/2023 17:43,Debit,Columbus,163.129.70.210,199,8086.04,11/4/2024 8:11
TX000705,AC00295,321.86,7/24/2023 16:25,Debit,San Antonio,141.241.241.128,167,12626.49,11/4/2024 8:06
TX000706,AC00137,12.11,12/12/2023 16:17,Debit,Jacksonville,57.141.198.111,127,1730.28,11/4/2024 8:07
TX000707,AC00004,642.54,5/10/2023 18:49,Debit,Milwaukee,166.79.195.157,28,3143.17,11/4/2024 8:10
TX000708,AC00442,210.45,12/11/2023 16:47,Debit,Las Vegas,144.91.150.133,146,1242.49,11/4/2024 8:06
TX000709,AC00201,313.65,1/30/2023 16:08,Credit,Chicago,57.232.212.116,173,1886.36,11/4/2024 8:10
TX000710,AC00462,99.76,8/7/2023 16:21,Debit,Sacramento,38.164.132.63,131,416.89,11/4/2024 8:06
TX000711,AC00390,115.32,7/25/2023 17:24,Debit,Denver,211.45.75.44,113,5929.08,11/4/2024 8:08
TX000712,AC00297,33.61,8/21/2023 17:25,Debit,Milwaukee,142.184.68.230,72,479.08,11/4/2024 8:08
TX000713,AC00173,498.59,1/30/2023 16:20,Credit,Oklahoma City,93.169.212.219,32,5862.99,11/4/2024 8:06
TX000714,AC00382,98.81,9/4/2023 16:48,Debit,San Francisco,38.210.156.148,91,797.1,11/4/2024 8:08
TX000715,AC00175,1.87,10/20/2023 18:34,Debit,Washington,30.229.179.194,147,7287.94,11/4/2024 8:09
TX000716,AC00035,78.92,6/15/2023 18:57,Credit,Jacksonville,149.84.108.18,95,5624.86,11/4/2024 8:08
